commodity,variety,grade,min_price,modal_price,max_price,date,state,district,market,buffer_stock_qty_kg
Ginger,Local,FAQ,76.94,85.22,91.66,2024-12-17,Maharashtra,Mumbai,Vashi APMC,5137
Sunflower Oil,Refined,FAQ,115.69,125.71,132.22,2024-12-23,Maharashtra,Mumbai,Vashi APMC,5889
Soya Oil,Refined,FAQ,134.48,142.9,151.62,2025-02-19,Maharashtra,Mumbai,Vashi APMC,3647
Groundnut Oil,Filtered,FAQ,179.25,198.93,212.21,2025-04-02,Maharashtra,Mumbai,Vashi APMC,2684
Salt,Iodized,FAQ,18.75,20.61,22.35,2025-02-01,Uttar Pradesh,Lucknow,Dubagga Mandi,5112
Garlic,Desi,FAQ,103.67,113.01,123.3,2025-11-21,Delhi,Delhi,Azadpur APMC,6040
Urad Dal,Black,FAQ,79.61,87.22,95.49,2024-10-29,Delhi,Delhi,Azadpur APMC,7056
Milk,Toned,FAQ,48.23,52.01,55.23,2024-11-12,Maharashtra,Mumbai,Vashi APMC,5502
Salt,Iodized,FAQ,18.02,19.45,20.6,2025-09-18,Karnataka,Bengaluru,Yeshwantpur APMC,4830
Ginger,Local,FAQ,83.61,90.0,97.62,2025-09-11,Delhi,Delhi,Azadpur APMC,4966
Moong Dal,Split,FAQ,76.98,82.87,91.0,2024-11-18,Karnataka,Bengaluru,Yeshwantpur APMC,6552
Atta,Whole Wheat,FAQ,31.49,34.94,37.49,2024-10-25,Karnataka,Bengaluru,Yeshwantpur APMC,4924
Wheat,Sharbati,FAQ,29.61,31.7,33.39,2025-10-09,Uttar Pradesh,Lucknow,Dubagga Mandi,5316
Wheat,Sharbati,FAQ,30.13,32.62,34.86,2025-06-20,Maharashtra,Mumbai,Vashi APMC,4287
Milk,Toned,FAQ,46.03,51.07,55.25,2025-10-11,Delhi,Delhi,Azadpur APMC,5791
Gram Dal,Desi,FAQ,73.78,80.43,86.68,2024-12-20,Karnataka,Bengaluru,Yeshwantpur APMC,4250
Gram Dal,Desi,FAQ,66.98,73.57,80.09,2025-11-07,Karnataka,Bengaluru,Yeshwantpur APMC,5456
Onion,Red/Nashik,FAQ,37.45,39.58,41.88,2025-01-31,Delhi,Delhi,Azadpur APMC,4977
Tur Dal,Unpolished,FAQ,107.45,116.56,126.23,2025-04-16,Uttar Pradesh,Lucknow,Dubagga Mandi,4250
Tomato,Hybrid,FAQ,32.69,34.97,36.78,2024-11-26,Maharashtra,Mumbai,Vashi APMC,5540
Sugar,M-30,FAQ,42.11,46.19,50.17,2025-07-01,Maharashtra,Mumbai,Vashi APMC,4259
Groundnut Oil,Filtered,FAQ,156.57,165.24,180.01,2025-09-02,Karnataka,Bengaluru,Yeshwantpur APMC,6106
Sugar,M-30,FAQ,40.29,43.65,47.9,2025-06-09,Uttar Pradesh,Lucknow,Dubagga Mandi,5231
Tomato,Hybrid,FAQ,47.5,50.62,54.77,2025-02-16,Uttar Pradesh,Lucknow,Dubagga Mandi,3862
Tur Dal,Unpolished,FAQ,106.55,116.42,125.06,2025-06-23,Uttar Pradesh,Lucknow,Dubagga Mandi,4486
Moong Dal,Split,FAQ,96.5,102.0,111.45,2025-03-14,Uttar Pradesh,Lucknow,Dubagga Mandi,4621
Mustard Oil,Kachi Ghani,FAQ,127.79,138.98,150.76,2025-06-24,Delhi,Delhi,Azadpur APMC,5473
Tur Dal,Unpolished,FAQ,104.67,110.51,116.24,2024-12-31,Uttar Pradesh,Lucknow,Dubagga Mandi,5208
Wheat,Sharbati,FAQ,28.24,30.59,32.44,2025-09-27,Delhi,Delhi,Azadpur APMC,4963
Gram Dal,Desi,FAQ,70.67,77.29,83.84,2025-06-15,Karnataka,Bengaluru,Yeshwantpur APMC,4917
Garlic,Desi,FAQ,129.64,139.38,150.57,2025-04-13,Uttar Pradesh,Lucknow,Dubagga Mandi,3210
Tomato,Hybrid,FAQ,45.91,50.08,53.58,2025-01-27,Karnataka,Bengaluru,Yeshwantpur APMC,3757
Masoor Dal,Red,FAQ,75.37,80.14,86.56,2024-11-02,Maharashtra,Mumbai,Vashi APMC,5119
Urad Dal,Black,FAQ,92.64,100.28,107.7,2025-11-01,Karnataka,Bengaluru,Yeshwantpur APMC,5752
Rice,Basmati/Common,FAQ,41.14,44.82,47.78,2025-03-12,Maharashtra,Mumbai,Vashi APMC,5274
Masoor Dal,Red,FAQ,85.07,93.2,99.62,2025-04-07,Maharashtra,Mumbai,Vashi APMC,4131
Urad Dal,Black,FAQ,103.17,110.22,117.63,2025-02-12,Delhi,Delhi,Azadpur APMC,4821
Atta,Whole Wheat,FAQ,30.29,33.61,36.53,2025-09-16,Karnataka,Bengaluru,Yeshwantpur APMC,5177
Wheat,Sharbati,FAQ,29.38,32.46,34.75,2025-05-25,Uttar Pradesh,Lucknow,Dubagga Mandi,4977
Gram Dal,Desi,FAQ,71.04,77.13,81.94,2025-01-04,Maharashtra,Mumbai,Vashi APMC,4349
Groundnut Oil,Filtered,FAQ,162.27,173.1,185.27,2024-12-05,Uttar Pradesh,Lucknow,Dubagga Mandi,5642
Masoor Dal,Red,FAQ,86.05,94.5,102.67,2025-04-13,Uttar Pradesh,Lucknow,Dubagga Mandi,3564
Urad Dal,Black,FAQ,109.15,115.4,124.4,2025-01-12,Karnataka,Bengaluru,Yeshwantpur APMC,3954
Moong Dal,Split,FAQ,79.41,88.02,92.43,2025-10-30,Karnataka,Bengaluru,Yeshwantpur APMC,5773
Rice,Basmati/Common,FAQ,47.2,50.94,54.56,2025-04-10,Delhi,Delhi,Azadpur APMC,4734
Gram Dal,Desi,FAQ,77.92,85.27,90.91,2025-03-31,Uttar Pradesh,Lucknow,Dubagga Mandi,3998
Ginger,Local,FAQ,84.82,89.7,98.21,2025-01-01,Karnataka,Bengaluru,Yeshwantpur APMC,4724
Sunflower Oil,Refined,FAQ,117.37,130.09,142.85,2025-01-31,Uttar Pradesh,Lucknow,Dubagga Mandi,5181
Masoor Dal,Red,FAQ,86.37,93.41,98.7,2025-04-01,Karnataka,Bengaluru,Yeshwantpur APMC,4193
Onion,Red/Nashik,FAQ,40.84,43.13,45.49,2025-03-04,Delhi,Delhi,Azadpur APMC,4164
Tur Dal,Unpolished,FAQ,116.95,126.28,136.43,2025-03-29,Uttar Pradesh,Lucknow,Dubagga Mandi,3654
Groundnut Oil,Filtered,FAQ,162.69,173.48,182.39,2025-09-04,Karnataka,Bengaluru,Yeshwantpur APMC,5650
Rice,Basmati/Common,FAQ,45.5,50.18,53.49,2025-02-27,Karnataka,Bengaluru,Yeshwantpur APMC,4687
Masoor Dal,Red,FAQ,78.16,83.2,88.95,2025-10-17,Maharashtra,Mumbai,Vashi APMC,5082
Sunflower Oil,Refined,FAQ,133.16,145.19,158.29,2025-05-22,Maharashtra,Mumbai,Vashi APMC,3885
Salt,Iodized,FAQ,16.62,18.44,20.23,2024-11-07,Maharashtra,Mumbai,Vashi APMC,5540
Wheat,Sharbati,FAQ,26.58,29.24,31.04,2025-07-31,Delhi,Delhi,Azadpur APMC,4855
Mustard Oil,Kachi Ghani,FAQ,119.93,127.14,135.48,2025-10-07,Karnataka,Bengaluru,Yeshwantpur APMC,6033
Soya Oil,Refined,FAQ,123.49,134.63,147.06,2025-01-24,Uttar Pradesh,Lucknow,Dubagga Mandi,4422
Sunflower Oil,Refined,FAQ,133.58,143.89,152.44,2025-03-08,Uttar Pradesh,Lucknow,Dubagga Mandi,3260
Milk,Toned,FAQ,58.73,63.64,68.46,2025-03-28,Maharashtra,Mumbai,Vashi APMC,3999
Sunflower Oil,Refined,FAQ,123.43,131.49,141.46,2025-08-08,Delhi,Delhi,Azadpur APMC,4859
Mustard Oil,Kachi Ghani,FAQ,142.09,157.63,171.63,2025-05-02,Delhi,Delhi,Azadpur APMC,3388
Masoor Dal,Red,FAQ,81.5,89.48,96.5,2025-11-21,Karnataka,Bengaluru,Yeshwantpur APMC,4682
Atta,Whole Wheat,FAQ,29.89,31.58,33.39,2025-10-16,Uttar Pradesh,Lucknow,Dubagga Mandi,5335
Sunflower Oil,Refined,FAQ,129.25,141.55,151.31,2025-03-09,Maharashtra,Mumbai,Vashi APMC,3374
Sugar,M-30,FAQ,44.57,47.32,51.68,2025-03-25,Maharashtra,Mumbai,Vashi APMC,4883
Tomato,Hybrid,FAQ,28.66,30.89,33.24,2025-08-26,Delhi,Delhi,Azadpur APMC,5624
Onion,Red/Nashik,FAQ,25.02,26.57,28.14,2025-11-14,Uttar Pradesh,Lucknow,Dubagga Mandi,5534
Milk,Toned,FAQ,54.57,59.24,62.25,2025-11-22,Karnataka,Bengaluru,Yeshwantpur APMC,4177
Mustard Oil,Kachi Ghani,FAQ,136.88,151.92,163.3,2025-01-27,Karnataka,Bengaluru,Yeshwantpur APMC,4124
Tur Dal,Unpolished,FAQ,114.03,126.56,138.2,2025-03-11,Maharashtra,Mumbai,Vashi APMC,3607
Green Chilli,Teja,FAQ,51.96,55.88,59.87,2025-08-31,Maharashtra,Mumbai,Vashi APMC,5322
Atta,Whole Wheat,FAQ,33.68,36.44,38.84,2025-01-07,Maharashtra,Mumbai,Vashi APMC,4700
Tomato,Hybrid,FAQ,35.73,38.52,42.02,2025-01-08,Karnataka,Bengaluru,Yeshwantpur APMC,5296
Ginger,Local,FAQ,77.7,85.56,90.55,2024-11-11,Delhi,Delhi,Azadpur APMC,5747
Ginger,Local,FAQ,78.95,86.6,91.47,2024-11-12,Karnataka,Bengaluru,Yeshwantpur APMC,5094
Masoor Dal,Red,FAQ,82.95,90.5,97.09,2025-02-08,Delhi,Delhi,Azadpur APMC,4812
Masoor Dal,Red,FAQ,77.07,83.77,89.51,2025-08-30,Karnataka,Bengaluru,Yeshwantpur APMC,5156
Gram Dal,Desi,FAQ,77.0,85.17,90.15,2025-04-30,Uttar Pradesh,Lucknow,Dubagga Mandi,4181
Tur Dal,Unpolished,FAQ,105.31,111.82,122.97,2025-01-09,Karnataka,Bengaluru,Yeshwantpur APMC,4398
Moong Dal,Split,FAQ,87.99,97.66,104.42,2024-12-05,Maharashtra,Mumbai,Vashi APMC,4314
Urad Dal,Black,FAQ,86.59,91.89,97.26,2025-10-21,Delhi,Delhi,Azadpur APMC,6041
Wheat,Sharbati,FAQ,27.19,29.26,31.28,2025-08-14,Karnataka,Bengaluru,Yeshwantpur APMC,5170
Potato,Desi/Local,FAQ,30.6,32.38,35.06,2025-02-06,Karnataka,Bengaluru,Yeshwantpur APMC,4377
Palm Oil,Imported,FAQ,89.79,96.44,103.19,2025-06-25,Karnataka,Bengaluru,Yeshwantpur APMC,5027
Green Chilli,Teja,FAQ,65.24,70.76,77.39,2025-04-25,Uttar Pradesh,Lucknow,Dubagga Mandi,4163
Green Chilli,Teja,FAQ,57.28,62.89,66.95,2025-07-23,Delhi,Delhi,Azadpur APMC,5194
Green Chilli,Teja,FAQ,66.36,73.47,79.82,2025-04-14,Uttar Pradesh,Lucknow,Dubagga Mandi,3680
Gram Dal,Desi,FAQ,76.17,82.38,88.88,2025-04-30,Maharashtra,Mumbai,Vashi APMC,3784
Soya Oil,Refined,FAQ,125.74,134.36,142.3,2025-02-23,Maharashtra,Mumbai,Vashi APMC,4149
Atta,Whole Wheat,FAQ,32.07,35.04,37.65,2025-10-29,Uttar Pradesh,Lucknow,Dubagga Mandi,5374
Sunflower Oil,Refined,FAQ,111.23,122.16,133.44,2024-12-09,Maharashtra,Mumbai,Vashi APMC,6185
Onion,Red/Nashik,FAQ,20.7,22.75,24.36,2025-09-27,Uttar Pradesh,Lucknow,Dubagga Mandi,6088
Moong Dal,Split,FAQ,78.74,87.08,94.44,2024-11-18,Maharashtra,Mumbai,Vashi APMC,6044
Rice,Basmati/Common,FAQ,45.72,48.39,51.98,2025-05-17,Karnataka,Bengaluru,Yeshwantpur APMC,4166
Sunflower Oil,Refined,FAQ,134.83,148.1,158.41,2025-05-18,Karnataka,Bengaluru,Yeshwantpur APMC,2908
Rice,Basmati/Common,FAQ,45.0,48.4,50.88,2025-06-23,Maharashtra,Mumbai,Vashi APMC,4196
Mustard Oil,Kachi Ghani,FAQ,132.97,145.74,153.56,2024-12-27,Uttar Pradesh,Lucknow,Dubagga Mandi,4767
Moong Dal,Split,FAQ,92.42,98.51,105.08,2024-11-19,Karnataka,Bengaluru,Yeshwantpur APMC,4628
Groundnut Oil,Filtered,FAQ,152.16,162.27,175.9,2025-10-31,Karnataka,Bengaluru,Yeshwantpur APMC,7266
Rice,Basmati/Common,FAQ,38.91,43.02,46.14,2024-12-17,Uttar Pradesh,Lucknow,Dubagga Mandi,4813
Palm Oil,Imported,FAQ,96.33,106.57,116.92,2025-05-23,Karnataka,Bengaluru,Yeshwantpur APMC,4183
Salt,Iodized,FAQ,18.25,19.36,21.26,2025-11-20,Uttar Pradesh,Lucknow,Dubagga Mandi,5283
Rice,Basmati/Common,FAQ,44.78,49.39,52.88,2025-05-02,Maharashtra,Mumbai,Vashi APMC,4278
Ginger,Local,FAQ,89.75,97.38,104.3,2025-01-08,Maharashtra,Mumbai,Vashi APMC,3820
Onion,Red/Nashik,FAQ,43.84,46.28,50.4,2025-03-04,Karnataka,Bengaluru,Yeshwantpur APMC,4011
Milk,Toned,FAQ,48.73,52.71,56.25,2025-07-26,Karnataka,Bengaluru,Yeshwantpur APMC,5129
Moong Dal,Split,FAQ,96.35,107.03,114.52,2025-03-22,Karnataka,Bengaluru,Yeshwantpur APMC,4185
Palm Oil,Imported,FAQ,105.32,111.68,120.73,2025-05-19,Delhi,Delhi,Azadpur APMC,3661
Soya Oil,Refined,FAQ,115.89,122.24,130.25,2025-07-27,Uttar Pradesh,Lucknow,Dubagga Mandi,5753
Wheat,Sharbati,FAQ,26.52,29.04,30.54,2025-09-15,Delhi,Delhi,Azadpur APMC,4927
Gram Dal,Desi,FAQ,73.75,80.0,85.92,2025-09-04,Delhi,Delhi,Azadpur APMC,4807
Groundnut Oil,Filtered,FAQ,178.94,189.56,199.88,2025-02-09,Uttar Pradesh,Lucknow,Dubagga Mandi,3932
Palm Oil,Imported,FAQ,82.59,90.15,96.35,2025-11-18,Delhi,Delhi,Azadpur APMC,5059
Onion,Red/Nashik,FAQ,23.56,25.55,27.53,2025-10-07,Delhi,Delhi,Azadpur APMC,6288
Garlic,Desi,FAQ,108.35,116.14,125.74,2024-10-21,Karnataka,Bengaluru,Yeshwantpur APMC,5709
Milk,Toned,FAQ,48.97,53.83,57.95,2024-11-16,Karnataka,Bengaluru,Yeshwantpur APMC,5298
Gram Dal,Desi,FAQ,63.94,68.2,73.79,2024-11-27,Uttar Pradesh,Lucknow,Dubagga Mandi,5952
Ginger,Local,FAQ,79.28,87.98,95.08,2025-11-19,Maharashtra,Mumbai,Vashi APMC,5251
Salt,Iodized,FAQ,21.28,23.21,25.0,2025-03-24,Karnataka,Bengaluru,Yeshwantpur APMC,4564
Moong Dal,Split,FAQ,94.0,99.18,104.91,2025-07-29,Karnataka,Bengaluru,Yeshwantpur APMC,4603
Gram Dal,Desi,FAQ,72.55,79.93,86.37,2024-12-28,Uttar Pradesh,Lucknow,Dubagga Mandi,4063
Salt,Iodized,FAQ,20.43,21.96,23.42,2025-01-26,Karnataka,Bengaluru,Yeshwantpur APMC,5140
Potato,Desi/Local,FAQ,17.23,18.65,20.17,2025-10-03,Uttar Pradesh,Lucknow,Dubagga Mandi,5972
Tur Dal,Unpolished,FAQ,98.64,107.16,116.4,2025-07-15,Delhi,Delhi,Azadpur APMC,4969
Gram Dal,Desi,FAQ,68.82,74.37,78.36,2025-11-16,Delhi,Delhi,Azadpur APMC,5391
Onion,Red/Nashik,FAQ,43.24,45.89,49.61,2025-04-20,Karnataka,Bengaluru,Yeshwantpur APMC,4397
Wheat,Sharbati,FAQ,28.51,31.53,33.2,2025-01-01,Maharashtra,Mumbai,Vashi APMC,4898
Onion,Red/Nashik,FAQ,41.1,44.91,47.37,2025-04-28,Maharashtra,Mumbai,Vashi APMC,4075
Masoor Dal,Red,FAQ,82.5,91.21,97.27,2025-05-09,Maharashtra,Mumbai,Vashi APMC,4531
Urad Dal,Black,FAQ,93.99,99.5,104.8,2025-07-01,Delhi,Delhi,Azadpur APMC,5439
Masoor Dal,Red,FAQ,87.14,94.23,102.81,2025-06-28,Delhi,Delhi,Azadpur APMC,3757
Salt,Iodized,FAQ,18.52,19.74,21.25,2025-08-02,Delhi,Delhi,Azadpur APMC,4870
Green Chilli,Teja,FAQ,61.22,65.17,71.65,2025-07-09,Maharashtra,Mumbai,Vashi APMC,4942
Groundnut Oil,Filtered,FAQ,145.79,157.16,169.38,2025-08-08,Maharashtra,Mumbai,Vashi APMC,7544
Groundnut Oil,Filtered,FAQ,203.34,215.72,228.47,2025-04-23,Uttar Pradesh,Lucknow,Dubagga Mandi,1279
Sugar,M-30,FAQ,45.26,48.23,51.39,2025-02-14,Delhi,Delhi,Azadpur APMC,4408
Sugar,M-30,FAQ,39.43,42.87,45.82,2025-02-15,Uttar Pradesh,Lucknow,Dubagga Mandi,5012
Ginger,Local,FAQ,84.64,92.2,96.92,2025-10-08,Maharashtra,Mumbai,Vashi APMC,4966
Tomato,Hybrid,FAQ,29.28,30.97,33.02,2025-08-31,Karnataka,Bengaluru,Yeshwantpur APMC,5871
Green Chilli,Teja,FAQ,60.42,63.84,69.24,2025-05-23,Uttar Pradesh,Lucknow,Dubagga Mandi,5051
Potato,Desi/Local,FAQ,18.58,20.11,21.64,2025-10-08,Delhi,Delhi,Azadpur APMC,5507
Rice,Basmati/Common,FAQ,42.33,44.61,48.23,2025-08-17,Maharashtra,Mumbai,Vashi APMC,5374
Masoor Dal,Red,FAQ,68.84,75.55,81.2,2024-11-20,Karnataka,Bengaluru,Yeshwantpur APMC,6228
Gram Dal,Desi,FAQ,62.71,67.18,71.95,2024-10-30,Karnataka,Bengaluru,Yeshwantpur APMC,5812
Garlic,Desi,FAQ,118.47,126.58,138.82,2025-03-14,Karnataka,Bengaluru,Yeshwantpur APMC,4456
Sugar,M-30,FAQ,45.12,48.7,51.6,2025-07-28,Uttar Pradesh,Lucknow,Dubagga Mandi,4269
Wheat,Sharbati,FAQ,28.51,30.53,32.36,2024-11-11,Delhi,Delhi,Azadpur APMC,4962
Atta,Whole Wheat,FAQ,28.56,31.29,33.48,2024-11-27,Delhi,Delhi,Azadpur APMC,5654
Gram Dal,Desi,FAQ,77.37,83.1,89.51,2025-05-23,Delhi,Delhi,Azadpur APMC,4175
Ginger,Local,FAQ,85.41,91.92,99.94,2025-07-15,Delhi,Delhi,Azadpur APMC,4408
Tomato,Hybrid,FAQ,29.2,31.44,33.93,2025-08-26,Uttar Pradesh,Lucknow,Dubagga Mandi,5599
Atta,Whole Wheat,FAQ,36.87,39.97,43.09,2025-04-19,Uttar Pradesh,Lucknow,Dubagga Mandi,4258
Potato,Desi/Local,FAQ,17.39,18.5,19.93,2025-08-30,Uttar Pradesh,Lucknow,Dubagga Mandi,5828
Sunflower Oil,Refined,FAQ,119.13,130.88,142.19,2025-04-18,Karnataka,Bengaluru,Yeshwantpur APMC,5175
Onion,Red/Nashik,FAQ,30.18,32.67,35.09,2024-12-27,Maharashtra,Mumbai,Vashi APMC,5020
Tur Dal,Unpolished,FAQ,118.3,124.74,133.76,2025-04-13,Maharashtra,Mumbai,Vashi APMC,3353
Mustard Oil,Kachi Ghani,FAQ,142.92,151.76,160.01,2025-07-17,Karnataka,Bengaluru,Yeshwantpur APMC,4065
Sunflower Oil,Refined,FAQ,130.4,142.45,154.0,2025-07-28,Maharashtra,Mumbai,Vashi APMC,3788
Urad Dal,Black,FAQ,92.74,99.57,105.16,2025-10-25,Karnataka,Bengaluru,Yeshwantpur APMC,5776
Gram Dal,Desi,FAQ,64.31,70.7,76.44,2024-11-08,Uttar Pradesh,Lucknow,Dubagga Mandi,5906
Wheat,Sharbati,FAQ,29.44,32.12,34.48,2025-04-30,Uttar Pradesh,Lucknow,Dubagga Mandi,4996
Sunflower Oil,Refined,FAQ,120.25,129.08,136.35,2025-08-10,Uttar Pradesh,Lucknow,Dubagga Mandi,5489
Gram Dal,Desi,FAQ,71.95,77.93,85.15,2025-08-29,Delhi,Delhi,Azadpur APMC,4453
Green Chilli,Teja,FAQ,51.24,56.18,60.79,2024-11-26,Delhi,Delhi,Azadpur APMC,5505
Potato,Desi/Local,FAQ,18.95,20.15,22.16,2025-10-31,Karnataka,Bengaluru,Yeshwantpur APMC,5085
Onion,Red/Nashik,FAQ,24.27,26.42,28.32,2025-10-11,Uttar Pradesh,Lucknow,Dubagga Mandi,5362
Ginger,Local,FAQ,85.03,90.06,94.76,2025-02-21,Delhi,Delhi,Azadpur APMC,5416
Atta,Whole Wheat,FAQ,33.19,35.14,37.36,2025-07-27,Maharashtra,Mumbai,Vashi APMC,4614
Moong Dal,Split,FAQ,101.39,106.89,116.7,2025-03-17,Uttar Pradesh,Lucknow,Dubagga Mandi,3576
Urad Dal,Black,FAQ,91.51,101.39,111.35,2025-07-04,Maharashtra,Mumbai,Vashi APMC,5015
Salt,Iodized,FAQ,19.91,21.86,23.51,2025-06-19,Uttar Pradesh,Lucknow,Dubagga Mandi,4845
Groundnut Oil,Filtered,FAQ,156.29,165.94,180.42,2025-11-16,Uttar Pradesh,Lucknow,Dubagga Mandi,6598
Sugar,M-30,FAQ,36.35,38.64,41.91,2024-12-30,Delhi,Delhi,Azadpur APMC,5086
Tomato,Hybrid,FAQ,42.87,46.76,51.41,2025-05-28,Karnataka,Bengaluru,Yeshwantpur APMC,4599
Wheat,Sharbati,FAQ,29.26,31.8,33.47,2025-02-12,Maharashtra,Mumbai,Vashi APMC,4850
Wheat,Sharbati,FAQ,28.51,30.33,32.28,2025-02-02,Delhi,Delhi,Azadpur APMC,4888
Masoor Dal,Red,FAQ,79.25,87.78,93.13,2025-04-01,Maharashtra,Mumbai,Vashi APMC,4408
Milk,Toned,FAQ,51.55,55.29,58.72,2025-01-18,Uttar Pradesh,Lucknow,Dubagga Mandi,4723
Urad Dal,Black,FAQ,92.78,100.15,108.61,2025-07-16,Uttar Pradesh,Lucknow,Dubagga Mandi,5179
Atta,Whole Wheat,FAQ,30.8,33.87,35.57,2025-11-04,Karnataka,Bengaluru,Yeshwantpur APMC,4900
Milk,Toned,FAQ,53.06,58.68,62.47,2025-06-07,Delhi,Delhi,Azadpur APMC,4180
Palm Oil,Imported,FAQ,95.91,105.54,114.09,2025-02-04,Karnataka,Bengaluru,Yeshwantpur APMC,3953
Rice,Basmati/Common,FAQ,41.88,45.22,48.93,2024-12-06,Maharashtra,Mumbai,Vashi APMC,4712
Wheat,Sharbati,FAQ,30.4,33.77,36.72,2025-05-02,Karnataka,Bengaluru,Yeshwantpur APMC,4330
Atta,Whole Wheat,FAQ,34.61,37.82,40.21,2025-01-16,Uttar Pradesh,Lucknow,Dubagga Mandi,4317
Garlic,Desi,FAQ,129.0,136.24,145.29,2025-05-06,Delhi,Delhi,Azadpur APMC,3375
Moong Dal,Split,FAQ,89.32,97.77,106.91,2024-11-27,Delhi,Delhi,Azadpur APMC,4926
Sunflower Oil,Refined,FAQ,117.43,129.67,140.11,2025-08-08,Uttar Pradesh,Lucknow,Dubagga Mandi,4882
Sugar,M-30,FAQ,42.19,45.64,49.38,2025-01-28,Delhi,Delhi,Azadpur APMC,5014
Garlic,Desi,FAQ,124.22,131.79,140.22,2025-05-04,Maharashtra,Mumbai,Vashi APMC,3828
Gram Dal,Desi,FAQ,79.99,86.77,91.52,2025-04-06,Karnataka,Bengaluru,Yeshwantpur APMC,3837
Mustard Oil,Kachi Ghani,FAQ,130.99,141.1,154.19,2024-11-21,Karnataka,Bengaluru,Yeshwantpur APMC,4525
Milk,Toned,FAQ,58.98,62.89,68.05,2025-04-03,Uttar Pradesh,Lucknow,Dubagga Mandi,4567
Garlic,Desi,FAQ,110.49,121.15,131.37,2025-01-31,Karnataka,Bengaluru,Yeshwantpur APMC,5236
Soya Oil,Refined,FAQ,111.1,122.63,131.18,2024-11-27,Karnataka,Bengaluru,Yeshwantpur APMC,5297
Salt,Iodized,FAQ,20.24,21.74,23.19,2025-05-20,Karnataka,Bengaluru,Yeshwantpur APMC,4752
Garlic,Desi,FAQ,115.83,126.6,137.4,2025-06-16,Delhi,Delhi,Azadpur APMC,4689
Sugar,M-30,FAQ,39.35,42.81,47.04,2025-06-06,Uttar Pradesh,Lucknow,Dubagga Mandi,4789
Rice,Basmati/Common,FAQ,42.8,45.9,49.19,2025-09-16,Maharashtra,Mumbai,Vashi APMC,5252
Rice,Basmati/Common,FAQ,47.15,50.27,53.83,2025-02-28,Delhi,Delhi,Azadpur APMC,4845
Moong Dal,Split,FAQ,73.69,80.22,84.8,2025-10-12,Maharashtra,Mumbai,Vashi APMC,6876
Rice,Basmati/Common,FAQ,41.87,44.22,46.71,2025-07-05,Uttar Pradesh,Lucknow,Dubagga Mandi,5136
Urad Dal,Black,FAQ,110.15,118.95,130.12,2025-04-25,Uttar Pradesh,Lucknow,Dubagga Mandi,3419
Moong Dal,Split,FAQ,96.43,103.24,110.88,2025-03-21,Uttar Pradesh,Lucknow,Dubagga Mandi,3885
Green Chilli,Teja,FAQ,59.44,65.7,70.83,2025-04-07,Karnataka,Bengaluru,Yeshwantpur APMC,4431
Gram Dal,Desi,FAQ,65.71,71.33,77.27,2025-09-24,Delhi,Delhi,Azadpur APMC,5368
Ginger,Local,FAQ,81.95,89.28,97.59,2025-11-13,Karnataka,Bengaluru,Yeshwantpur APMC,5189
Potato,Desi/Local,FAQ,20.93,22.06,23.37,2025-07-30,Uttar Pradesh,Lucknow,Dubagga Mandi,4962
Groundnut Oil,Filtered,FAQ,148.93,165.17,176.36,2025-11-17,Uttar Pradesh,Lucknow,Dubagga Mandi,6093
Gram Dal,Desi,FAQ,72.61,77.47,82.24,2025-07-07,Delhi,Delhi,Azadpur APMC,5162
Salt,Iodized,FAQ,17.15,18.31,19.72,2024-12-20,Delhi,Delhi,Azadpur APMC,5188
Atta,Whole Wheat,FAQ,39.18,41.44,45.0,2025-05-19,Maharashtra,Mumbai,Vashi APMC,4656
Palm Oil,Imported,FAQ,95.32,100.69,108.28,2025-01-23,Karnataka,Bengaluru,Yeshwantpur APMC,3981
Sugar,M-30,FAQ,39.72,44.01,48.2,2025-11-09,Uttar Pradesh,Lucknow,Dubagga Mandi,4688
Soya Oil,Refined,FAQ,126.87,137.39,148.73,2025-04-24,Maharashtra,Mumbai,Vashi APMC,3622
Ginger,Local,FAQ,101.17,109.27,116.95,2025-03-14,Uttar Pradesh,Lucknow,Dubagga Mandi,3391
Salt,Iodized,FAQ,18.95,20.8,21.87,2025-08-17,Delhi,Delhi,Azadpur APMC,5154
Palm Oil,Imported,FAQ,87.14,92.74,97.67,2025-10-08,Maharashtra,Mumbai,Vashi APMC,5113
Atta,Whole Wheat,FAQ,32.88,35.47,37.92,2025-02-08,Delhi,Delhi,Azadpur APMC,4512
Urad Dal,Black,FAQ,87.58,96.54,102.41,2025-01-09,Delhi,Delhi,Azadpur APMC,5631
Atta,Whole Wheat,FAQ,30.25,33.54,35.22,2025-11-14,Karnataka,Bengaluru,Yeshwantpur APMC,5539
Palm Oil,Imported,FAQ,99.42,104.89,114.64,2025-02-12,Delhi,Delhi,Azadpur APMC,4280
Wheat,Sharbati,FAQ,27.53,29.81,32.6,2025-03-10,Karnataka,Bengaluru,Yeshwantpur APMC,4911
Green Chilli,Teja,FAQ,60.76,64.72,70.07,2025-09-15,Delhi,Delhi,Azadpur APMC,4916
Green Chilli,Teja,FAQ,61.1,65.36,68.74,2025-06-14,Delhi,Delhi,Azadpur APMC,4732
Urad Dal,Black,FAQ,105.96,113.83,123.49,2024-12-22,Maharashtra,Mumbai,Vashi APMC,4455
