Batch_ID,Warehouse_ID,Location,Commodity,Category,Quantity_MT,Entry_Date,Shelf_Life_Days,Expiry_Date,Days_Until_Expiry,Status
B_4420,WH_TN_01,"Chennai, Tamil Nadu",Rice,Grains,470,2025-10-06,730,2027-10-06,680,HEALTHY
B_4421,WH_MH_01,"Nashik, Maharashtra",Tur Dal,Pulses,170,2025-03-12,365,2026-03-12,107,HEALTHY
B_4422,WH_MP_01,"Indore, Madhya Pradesh",Wheat,Grains,328,2025-05-23,730,2027-05-23,544,HEALTHY
B_4423,WH_WB_01,"Hooghly, West Bengal",Rice,Grains,401,2025-08-10,730,2027-08-10,623,HEALTHY
B_4424,WH_MH_02,"Latur, Maharashtra",Tomato,Vegetable,337,2025-01-24,15,2025-02-08,-290,EXPIRED (Loss)
B_4425,WH_WB_01,"Hooghly, West Bengal",Rice,Grains,22,2025-11-06,730,2027-11-06,711,HEALTHY
B_4426,WH_UP_01,"Agra, Uttar Pradesh",Mustard Oil,Oils,382,2025-03-30,365,2026-03-30,125,HEALTHY
B_4427,WH_TN_01,"Chennai, Tamil Nadu",Urad Dal,Pulses,50,2025-10-27,365,2026-10-27,336,HEALTHY
B_4428,WH_UP_01,"Agra, Uttar Pradesh",Wheat,Grains,150,2024-11-18,730,2026-11-18,358,HEALTHY
B_4429,WH_KA_01,"Kolar, Karnataka",Salt,Others,271,2025-07-30,1000,2028-04-25,882,HEALTHY
B_4430,WH_MH_01,"Nashik, Maharashtra",Onion,Vegetable,308,2025-11-20,60,2026-01-19,55,HEALTHY
B_4431,WH_WB_01,"Hooghly, West Bengal",Potato,Vegetable,386,2025-01-25,120,2025-05-25,-184,EXPIRED (Loss)
B_4432,WH_MP_01,"Indore, Madhya Pradesh",Wheat,Grains,162,2025-03-25,730,2027-03-25,485,HEALTHY
B_4433,WH_MP_01,"Indore, Madhya Pradesh",Wheat,Grains,253,2024-12-01,730,2026-12-01,371,HEALTHY
B_4434,WH_KA_01,"Kolar, Karnataka",Sunflower Oil,Oils,58,2025-01-09,365,2026-01-09,45,HEALTHY
B_4435,WH_MP_01,"Indore, Madhya Pradesh",Rice,Grains,458,2025-08-15,730,2027-08-15,628,HEALTHY
B_4436,WH_TN_01,"Chennai, Tamil Nadu",Salt,Others,250,2025-06-01,1000,2028-02-26,823,HEALTHY
B_4437,WH_DL_01,"Najafgarh, Delhi",Onion,Vegetable,36,2024-11-23,60,2025-01-22,-307,EXPIRED (Loss)
B_4438,WH_AP_01,"Guntur, Andhra Pradesh",Rice,Grains,473,2025-10-28,730,2027-10-28,702,HEALTHY
B_4439,WH_PB_01,"Ludhiana, Punjab",Rice,Grains,216,2024-12-22,730,2026-12-22,392,HEALTHY
B_4440,WH_TN_01,"Chennai, Tamil Nadu",Onion,Vegetable,279,2025-07-19,60,2025-09-17,-69,EXPIRED (Loss)
B_4441,WH_UP_01,"Agra, Uttar Pradesh",Potato,Vegetable,155,2025-07-01,120,2025-10-29,-27,EXPIRED (Loss)
B_4442,WH_DL_01,"Najafgarh, Delhi",Onion,Vegetable,67,2025-06-14,60,2025-08-13,-104,EXPIRED (Loss)
B_4443,WH_PB_01,"Ludhiana, Punjab",Urad Dal,Pulses,480,2025-06-15,365,2026-06-15,202,HEALTHY
B_4444,WH_TN_01,"Chennai, Tamil Nadu",Urad Dal,Pulses,400,2025-01-18,365,2026-01-18,54,HEALTHY
B_4445,WH_PB_01,"Ludhiana, Punjab",Wheat,Grains,342,2025-11-17,730,2027-11-17,722,HEALTHY
B_4446,WH_KA_01,"Kolar, Karnataka",Rice,Grains,379,2025-01-13,730,2027-01-13,414,HEALTHY
B_4447,WH_AP_01,"Guntur, Andhra Pradesh",Rice,Grains,488,2025-01-21,730,2027-01-21,422,HEALTHY
B_4448,WH_PB_01,"Ludhiana, Punjab",Mustard Oil,Oils,378,2025-03-14,365,2026-03-14,109,HEALTHY
B_4449,WH_AP_01,"Guntur, Andhra Pradesh",Rice,Grains,431,2025-03-02,730,2027-03-02,462,HEALTHY
B_4450,WH_MH_01,"Nashik, Maharashtra",Moong Dal,Pulses,441,2025-05-17,365,2026-05-17,173,HEALTHY
B_4451,WH_AP_01,"Guntur, Andhra Pradesh",Masur Dal,Pulses,431,2024-11-18,365,2025-11-18,-7,EXPIRED (Loss)
B_4452,WH_KA_01,"Kolar, Karnataka",Tomato,Vegetable,259,2025-07-26,15,2025-08-10,-107,EXPIRED (Loss)
B_4453,WH_MP_01,"Indore, Madhya Pradesh",Wheat,Grains,116,2025-01-28,730,2027-01-28,429,HEALTHY
B_4454,WH_TN_01,"Chennai, Tamil Nadu",Salt,Others,407,2024-12-30,1000,2027-09-26,670,HEALTHY
B_4455,WH_PB_01,"Ludhiana, Punjab",Wheat,Grains,294,2024-12-09,730,2026-12-09,379,HEALTHY
B_4456,WH_PB_01,"Ludhiana, Punjab",Mustard Oil,Oils,323,2025-09-01,365,2026-09-01,280,HEALTHY
B_4457,WH_WB_01,"Hooghly, West Bengal",Mustard Oil,Oils,113,2025-07-18,365,2026-07-18,235,HEALTHY
B_4458,WH_MP_01,"Indore, Madhya Pradesh",Gram (Chana),Pulses,496,2025-08-06,365,2026-08-06,254,HEALTHY
B_4459,WH_DL_01,"Najafgarh, Delhi",Gram (Chana),Pulses,296,2025-09-18,365,2026-09-18,297,HEALTHY
B_4460,WH_TN_01,"Chennai, Tamil Nadu",Salt,Others,284,2025-08-18,1000,2028-05-14,901,HEALTHY
B_4461,WH_KA_01,"Kolar, Karnataka",Potato,Vegetable,307,2025-06-09,120,2025-10-07,-49,EXPIRED (Loss)
B_4462,WH_WB_01,"Hooghly, West Bengal",Potato,Vegetable,450,2024-11-19,120,2025-03-19,-251,EXPIRED (Loss)
B_4463,WH_TN_01,"Chennai, Tamil Nadu",Rice,Grains,346,2025-06-05,730,2027-06-05,557,HEALTHY
B_4464,WH_MH_01,"Nashik, Maharashtra",Onion,Vegetable,332,2025-01-19,60,2025-03-20,-250,EXPIRED (Loss)
B_4465,WH_DL_01,"Najafgarh, Delhi",Onion,Vegetable,350,2025-06-19,60,2025-08-18,-99,EXPIRED (Loss)
B_4466,WH_DL_01,"Najafgarh, Delhi",Rice,Grains,144,2025-08-09,730,2027-08-09,622,HEALTHY
B_4467,WH_PB_01,"Ludhiana, Punjab",Mustard Oil,Oils,74,2025-05-01,365,2026-05-01,157,HEALTHY
B_4468,WH_DL_01,"Najafgarh, Delhi",Onion,Vegetable,467,2025-01-11,60,2025-03-12,-258,EXPIRED (Loss)
B_4469,WH_UP_01,"Agra, Uttar Pradesh",Wheat,Grains,412,2025-05-15,730,2027-05-15,536,HEALTHY
B_4470,WH_UP_01,"Agra, Uttar Pradesh",Wheat,Grains,130,2025-05-28,730,2027-05-28,549,HEALTHY
B_4471,WH_MH_01,"Nashik, Maharashtra",Onion,Vegetable,369,2025-08-03,60,2025-10-02,-54,EXPIRED (Loss)
B_4472,WH_MH_02,"Latur, Maharashtra",Urad Dal,Pulses,341,2025-08-30,365,2026-08-30,278,HEALTHY
B_4473,WH_AP_01,"Guntur, Andhra Pradesh",Masur Dal,Pulses,236,2025-08-25,365,2026-08-25,273,HEALTHY
B_4474,WH_TN_01,"Chennai, Tamil Nadu",Masur Dal,Pulses,29,2025-10-28,365,2026-10-28,337,HEALTHY
B_4475,WH_MP_01,"Indore, Madhya Pradesh",Rice,Grains,354,2024-11-15,730,2026-11-15,355,HEALTHY
B_4476,WH_KA_01,"Kolar, Karnataka",Moong Dal,Pulses,94,2025-10-18,365,2026-10-18,327,HEALTHY
B_4477,WH_DL_01,"Najafgarh, Delhi",Potato,Vegetable,281,2025-06-26,120,2025-10-24,-32,EXPIRED (Loss)
B_4478,WH_DL_01,"Najafgarh, Delhi",Onion,Vegetable,36,2025-09-28,60,2025-11-27,2,CRITICAL: DISPOSE NOW
B_4479,WH_KA_01,"Kolar, Karnataka",Potato,Vegetable,256,2025-02-10,120,2025-06-10,-168,EXPIRED (Loss)
B_4480,WH_AP_01,"Guntur, Andhra Pradesh",Rice,Grains,20,2025-02-18,730,2027-02-18,450,HEALTHY
B_4481,WH_MH_02,"Latur, Maharashtra",Masur Dal,Pulses,123,2025-08-06,365,2026-08-06,254,HEALTHY
B_4482,WH_TN_01,"Chennai, Tamil Nadu",Salt,Others,452,2025-08-19,1000,2028-05-15,902,HEALTHY
B_4483,WH_DL_01,"Najafgarh, Delhi",Potato,Vegetable,413,2025-03-29,120,2025-07-27,-121,EXPIRED (Loss)
B_4484,WH_TN_01,"Chennai, Tamil Nadu",Salt,Others,112,2025-05-09,1000,2028-02-03,800,HEALTHY
B_4485,WH_WB_01,"Hooghly, West Bengal",Potato,Vegetable,312,2025-01-12,120,2025-05-12,-197,EXPIRED (Loss)
B_4486,WH_DL_01,"Najafgarh, Delhi",Rice,Grains,447,2025-04-20,730,2027-04-20,511,HEALTHY
B_4487,WH_KA_01,"Kolar, Karnataka",Rice,Grains,205,2025-11-16,730,2027-11-16,721,HEALTHY
B_4488,WH_DL_01,"Najafgarh, Delhi",Rice,Grains,223,2025-02-22,730,2027-02-22,454,HEALTHY
B_4489,WH_MH_02,"Latur, Maharashtra",Moong Dal,Pulses,105,2025-01-24,365,2026-01-24,60,HEALTHY
B_4490,WH_MH_01,"Nashik, Maharashtra",Gram (Chana),Pulses,21,2025-04-09,365,2026-04-09,135,HEALTHY
B_4491,WH_WB_01,"Hooghly, West Bengal",Rice,Grains,405,2025-01-09,730,2027-01-09,410,HEALTHY
B_4492,WH_WB_01,"Hooghly, West Bengal",Rice,Grains,277,2025-01-17,730,2027-01-17,418,HEALTHY
B_4493,WH_KA_01,"Kolar, Karnataka",Rice,Grains,265,2025-11-02,730,2027-11-02,707,HEALTHY
B_4494,WH_KA_01,"Kolar, Karnataka",Potato,Vegetable,76,2025-05-28,120,2025-09-25,-61,EXPIRED (Loss)
B_4495,WH_MP_01,"Indore, Madhya Pradesh",Sugar,Others,369,2025-03-18,730,2027-03-18,478,HEALTHY
B_4496,WH_AP_01,"Guntur, Andhra Pradesh",Rice,Grains,75,2024-11-14,730,2026-11-14,354,HEALTHY
B_4497,WH_AP_01,"Guntur, Andhra Pradesh",Mustard Oil,Oils,460,2025-01-11,365,2026-01-11,47,HEALTHY
B_4498,WH_MP_01,"Indore, Madhya Pradesh",Gram (Chana),Pulses,475,2024-12-03,365,2025-12-03,8,WARNING: Sell Soon
B_4499,WH_MP_01,"Indore, Madhya Pradesh",Gram (Chana),Pulses,146,2025-04-25,365,2026-04-25,151,HEALTHY
B_4500,WH_UP_01,"Agra, Uttar Pradesh",Mustard Oil,Oils,197,2025-08-23,365,2026-08-23,271,HEALTHY
B_4501,WH_DL_01,"Najafgarh, Delhi",Rice,Grains,421,2025-10-02,730,2027-10-02,676,HEALTHY
B_4502,WH_UP_01,"Agra, Uttar Pradesh",Mustard Oil,Oils,267,2024-11-28,365,2025-11-28,3,WARNING: Sell Soon
B_4503,WH_MP_01,"Indore, Madhya Pradesh",Rice,Grains,127,2025-01-26,730,2027-01-26,427,HEALTHY
B_4504,WH_WB_01,"Hooghly, West Bengal",Gram (Chana),Pulses,18,2025-02-18,365,2026-02-18,85,HEALTHY
B_4505,WH_WB_01,"Hooghly, West Bengal",Potato,Vegetable,449,2025-10-28,120,2026-02-25,92,HEALTHY
B_4506,WH_UP_01,"Agra, Uttar Pradesh",Mustard Oil,Oils,223,2025-09-30,365,2026-09-30,309,HEALTHY
B_4507,WH_AP_01,"Guntur, Andhra Pradesh",Masur Dal,Pulses,449,2024-11-18,365,2025-11-18,-7,EXPIRED (Loss)
B_4508,WH_MP_01,"Indore, Madhya Pradesh",Wheat,Grains,262,2025-07-05,730,2027-07-05,587,HEALTHY
B_4509,WH_PB_01,"Ludhiana, Punjab",Rice,Grains,354,2024-12-08,730,2026-12-08,378,HEALTHY
B_4510,WH_MH_01,"Nashik, Maharashtra",Rice,Grains,210,2025-04-28,730,2027-04-28,519,HEALTHY
B_4511,WH_UP_01,"Agra, Uttar Pradesh",Mustard Oil,Oils,147,2025-07-15,365,2026-07-15,232,HEALTHY
B_4512,WH_PB_01,"Ludhiana, Punjab",Sunflower Oil,Oils,364,2025-04-04,365,2026-04-04,130,HEALTHY
B_4513,WH_MH_01,"Nashik, Maharashtra",Sugar,Others,205,2025-05-20,730,2027-05-20,541,HEALTHY
B_4514,WH_PB_01,"Ludhiana, Punjab",Rice,Grains,418,2025-04-10,730,2027-04-10,501,HEALTHY
B_4515,WH_KA_01,"Kolar, Karnataka",Tomato,Vegetable,444,2025-11-05,15,2025-11-20,-5,EXPIRED (Loss)
B_4516,WH_WB_01,"Hooghly, West Bengal",Moong Dal,Pulses,496,2025-09-12,365,2026-09-12,291,HEALTHY
B_4517,WH_TN_01,"Chennai, Tamil Nadu",Potato,Vegetable,313,2024-11-24,120,2025-03-24,-246,EXPIRED (Loss)
B_4518,WH_KA_01,"Kolar, Karnataka",Rice,Grains,493,2025-04-22,730,2027-04-22,513,HEALTHY
B_4519,WH_TN_01,"Chennai, Tamil Nadu",Masur Dal,Pulses,466,2025-04-24,365,2026-04-24,150,HEALTHY
B_4520,WH_MH_01,"Nashik, Maharashtra",Onion,Vegetable,418,2025-02-18,60,2025-04-19,-220,EXPIRED (Loss)
B_4521,WH_MH_02,"Latur, Maharashtra",Urad Dal,Pulses,231,2025-09-10,365,2026-09-10,289,HEALTHY
B_4522,WH_UP_01,"Agra, Uttar Pradesh",Wheat,Grains,73,2025-05-13,730,2027-05-13,534,HEALTHY
B_4523,WH_TN_01,"Chennai, Tamil Nadu",Urad Dal,Pulses,170,2025-03-25,365,2026-03-25,120,HEALTHY
B_4524,WH_MH_01,"Nashik, Maharashtra",Onion,Vegetable,466,2025-11-21,60,2026-01-20,56,HEALTHY
B_4525,WH_WB_01,"Hooghly, West Bengal",Potato,Vegetable,340,2025-09-03,120,2026-01-01,37,HEALTHY
B_4526,WH_PB_01,"Ludhiana, Punjab",Mustard Oil,Oils,315,2025-09-25,365,2026-09-25,304,HEALTHY
B_4527,WH_WB_01,"Hooghly, West Bengal",Potato,Vegetable,169,2025-08-08,120,2025-12-06,11,CRITICAL: DISPOSE NOW
B_4528,WH_PB_01,"Ludhiana, Punjab",Mustard Oil,Oils,294,2025-03-13,365,2026-03-13,108,HEALTHY
B_4529,WH_WB_01,"Hooghly, West Bengal",Rice,Grains,151,2025-07-19,730,2027-07-19,601,HEALTHY
B_4530,WH_DL_01,"Najafgarh, Delhi",Potato,Vegetable,224,2025-03-25,120,2025-07-23,-125,EXPIRED (Loss)
B_4531,WH_TN_01,"Chennai, Tamil Nadu",Urad Dal,Pulses,371,2025-10-21,365,2026-10-21,330,HEALTHY
B_4532,WH_AP_01,"Guntur, Andhra Pradesh",Masur Dal,Pulses,416,2024-11-15,365,2025-11-15,-10,EXPIRED (Loss)
B_4533,WH_MH_01,"Nashik, Maharashtra",Tur Dal,Pulses,27,2025-10-04,365,2026-10-04,313,HEALTHY
B_4534,WH_MH_01,"Nashik, Maharashtra",Tur Dal,Pulses,59,2025-04-30,365,2026-04-30,156,HEALTHY
B_4535,WH_DL_01,"Najafgarh, Delhi",Rice,Grains,437,2025-04-09,730,2027-04-09,500,HEALTHY
B_4536,WH_MH_02,"Latur, Maharashtra",Urad Dal,Pulses,341,2025-07-19,365,2026-07-19,236,HEALTHY
B_4537,WH_TN_01,"Chennai, Tamil Nadu",Rice,Grains,281,2025-01-21,730,2027-01-21,422,HEALTHY
B_4538,WH_WB_01,"Hooghly, West Bengal",Rice,Grains,134,2025-05-04,730,2027-05-04,525,HEALTHY
B_4539,WH_AP_01,"Guntur, Andhra Pradesh",Moong Dal,Pulses,367,2025-10-28,365,2026-10-28,337,HEALTHY
B_4540,WH_MH_01,"Nashik, Maharashtra",Onion,Vegetable,67,2025-07-10,60,2025-09-08,-78,EXPIRED (Loss)
B_4541,WH_PB_01,"Ludhiana, Punjab",Mustard Oil,Oils,410,2025-03-27,365,2026-03-27,122,HEALTHY
B_4542,WH_TN_01,"Chennai, Tamil Nadu",Tomato,Vegetable,475,2025-01-25,15,2025-02-09,-289,EXPIRED (Loss)
B_4543,WH_DL_01,"Najafgarh, Delhi",Potato,Vegetable,372,2024-11-27,120,2025-03-27,-243,EXPIRED (Loss)
B_4544,WH_WB_01,"Hooghly, West Bengal",Rice,Grains,307,2025-08-16,730,2027-08-16,629,HEALTHY
B_4545,WH_KA_01,"Kolar, Karnataka",Tomato,Vegetable,423,2025-03-28,15,2025-04-12,-227,EXPIRED (Loss)
B_4546,WH_DL_01,"Najafgarh, Delhi",Rice,Grains,73,2024-12-17,730,2026-12-17,387,HEALTHY
B_4547,WH_MP_01,"Indore, Madhya Pradesh",Gram (Chana),Pulses,203,2025-02-20,365,2026-02-20,87,HEALTHY
B_4548,WH_UP_01,"Agra, Uttar Pradesh",Moong Dal,Pulses,222,2025-08-19,365,2026-08-19,267,HEALTHY
B_4549,WH_WB_01,"Hooghly, West Bengal",Potato,Vegetable,398,2025-05-15,120,2025-09-12,-74,EXPIRED (Loss)
B_4550,WH_DL_01,"Najafgarh, Delhi",Potato,Vegetable,228,2025-11-19,120,2026-03-19,114,HEALTHY
B_4551,WH_WB_01,"Hooghly, West Bengal",Wheat,Grains,320,2025-10-03,730,2027-10-03,677,HEALTHY
B_4552,WH_TN_01,"Chennai, Tamil Nadu",Onion,Vegetable,449,2024-12-11,60,2025-02-09,-289,EXPIRED (Loss)
B_4553,WH_AP_01,"Guntur, Andhra Pradesh",Masur Dal,Pulses,220,2025-05-09,365,2026-05-09,165,HEALTHY
B_4554,WH_PB_01,"Ludhiana, Punjab",Rice,Grains,250,2025-10-13,730,2027-10-13,687,HEALTHY
B_4555,WH_MH_02,"Latur, Maharashtra",Urad Dal,Pulses,257,2025-06-13,365,2026-06-13,200,HEALTHY
B_4556,WH_MP_01,"Indore, Madhya Pradesh",Sugar,Others,488,2025-05-24,730,2027-05-24,545,HEALTHY
B_4557,WH_WB_01,"Hooghly, West Bengal",Rice,Grains,14,2025-10-04,730,2027-10-04,678,HEALTHY
B_4558,WH_DL_01,"Najafgarh, Delhi",Onion,Vegetable,143,2025-08-30,60,2025-10-29,-27,EXPIRED (Loss)
B_4559,WH_MH_01,"Nashik, Maharashtra",Tur Dal,Pulses,415,2025-10-09,365,2026-10-09,318,HEALTHY
B_4560,WH_DL_01,"Najafgarh, Delhi",Rice,Grains,285,2025-06-16,730,2027-06-16,568,HEALTHY
B_4561,WH_KA_01,"Kolar, Karnataka",Potato,Vegetable,382,2025-07-17,120,2025-11-14,-11,EXPIRED (Loss)
B_4562,WH_MP_01,"Indore, Madhya Pradesh",Wheat,Grains,492,2025-10-07,730,2027-10-07,681,HEALTHY
B_4563,WH_DL_01,"Najafgarh, Delhi",Gram (Chana),Pulses,303,2025-04-14,365,2026-04-14,140,HEALTHY
B_4564,WH_AP_01,"Guntur, Andhra Pradesh",Urad Dal,Pulses,240,2025-10-15,365,2026-10-15,324,HEALTHY
B_4565,WH_MP_01,"Indore, Madhya Pradesh",Rice,Grains,184,2025-05-17,730,2027-05-17,538,HEALTHY
B_4566,WH_MP_01,"Indore, Madhya Pradesh",Gram (Chana),Pulses,125,2025-04-23,365,2026-04-23,149,HEALTHY
B_4567,WH_MH_01,"Nashik, Maharashtra",Onion,Vegetable,133,2025-06-26,60,2025-08-25,-92,EXPIRED (Loss)
B_4568,WH_DL_01,"Najafgarh, Delhi",Onion,Vegetable,307,2025-04-13,60,2025-06-12,-166,EXPIRED (Loss)
B_4569,WH_MH_02,"Latur, Maharashtra",Tur Dal,Pulses,68,2025-06-07,365,2026-06-07,194,HEALTHY
B_4570,WH_KA_01,"Kolar, Karnataka",Rice,Grains,387,2025-05-30,730,2027-05-30,551,HEALTHY
B_4571,WH_PB_01,"Ludhiana, Punjab",Wheat,Grains,90,2025-03-01,730,2027-03-01,461,HEALTHY
B_4572,WH_AP_01,"Guntur, Andhra Pradesh",Masur Dal,Pulses,478,2025-09-17,365,2026-09-17,296,HEALTHY
B_4573,WH_AP_01,"Guntur, Andhra Pradesh",Rice,Grains,358,2024-12-14,730,2026-12-14,384,HEALTHY
B_4574,WH_AP_01,"Guntur, Andhra Pradesh",Rice,Grains,368,2024-12-24,730,2026-12-24,394,HEALTHY
B_4575,WH_WB_01,"Hooghly, West Bengal",Masur Dal,Pulses,88,2025-04-23,365,2026-04-23,149,HEALTHY
B_4576,WH_MH_02,"Latur, Maharashtra",Urad Dal,Pulses,33,2025-08-27,365,2026-08-27,275,HEALTHY
B_4577,WH_UP_01,"Agra, Uttar Pradesh",Mustard Oil,Oils,178,2025-06-22,365,2026-06-22,209,HEALTHY
B_4578,WH_MH_02,"Latur, Maharashtra",Urad Dal,Pulses,124,2024-11-30,365,2025-11-30,5,WARNING: Sell Soon
B_4579,WH_DL_01,"Najafgarh, Delhi",Onion,Vegetable,208,2025-07-10,60,2025-09-08,-78,EXPIRED (Loss)
B_4580,WH_TN_01,"Chennai, Tamil Nadu",Salt,Others,118,2025-02-04,1000,2027-11-01,706,HEALTHY
B_4581,WH_AP_01,"Guntur, Andhra Pradesh",Rice,Grains,227,2025-03-12,730,2027-03-12,472,HEALTHY
B_4582,WH_PB_01,"Ludhiana, Punjab",Wheat,Grains,345,2025-11-05,730,2027-11-05,710,HEALTHY
B_4583,WH_WB_01,"Hooghly, West Bengal",Potato,Vegetable,77,2025-05-20,120,2025-09-17,-69,EXPIRED (Loss)
B_4584,WH_KA_01,"Kolar, Karnataka",Rice,Grains,476,2025-05-25,730,2027-05-25,546,HEALTHY
B_4585,WH_MH_02,"Latur, Maharashtra",Tur Dal,Pulses,456,2025-03-27,365,2026-03-27,122,HEALTHY
B_4586,WH_PB_01,"Ludhiana, Punjab",Wheat,Grains,181,2025-01-12,730,2027-01-12,413,HEALTHY
B_4587,WH_TN_01,"Chennai, Tamil Nadu",Urad Dal,Pulses,481,2025-04-26,365,2026-04-26,152,HEALTHY
B_4588,WH_MH_01,"Nashik, Maharashtra",Sugar,Others,73,2025-02-27,730,2027-02-27,459,HEALTHY
B_4589,WH_TN_01,"Chennai, Tamil Nadu",Urad Dal,Pulses,368,2025-07-01,365,2026-07-01,218,HEALTHY
B_4590,WH_MP_01,"Indore, Madhya Pradesh",Wheat,Grains,280,2025-01-12,730,2027-01-12,413,HEALTHY
B_4591,WH_WB_01,"Hooghly, West Bengal",Rice,Grains,164,2025-04-20,730,2027-04-20,511,HEALTHY
B_4592,WH_UP_01,"Agra, Uttar Pradesh",Mustard Oil,Oils,342,2024-12-30,365,2025-12-30,35,HEALTHY
B_4593,WH_WB_01,"Hooghly, West Bengal",Potato,Vegetable,482,2025-08-29,120,2025-12-27,32,HEALTHY
B_4594,WH_PB_01,"Ludhiana, Punjab",Wheat,Grains,322,2025-10-05,730,2027-10-05,679,HEALTHY
B_4595,WH_TN_01,"Chennai, Tamil Nadu",Urad Dal,Pulses,208,2025-09-24,365,2026-09-24,303,HEALTHY
B_4596,WH_PB_01,"Ludhiana, Punjab",Tomato,Vegetable,155,2024-11-13,15,2024-11-28,-362,EXPIRED (Loss)
B_4597,WH_MH_02,"Latur, Maharashtra",Urad Dal,Pulses,215,2025-03-21,365,2026-03-21,116,HEALTHY
B_4598,WH_UP_01,"Agra, Uttar Pradesh",Potato,Vegetable,75,2025-10-01,120,2026-01-29,65,HEALTHY
B_4599,WH_WB_01,"Hooghly, West Bengal",Potato,Vegetable,259,2025-02-12,120,2025-06-12,-166,EXPIRED (Loss)
B_4600,WH_WB_01,"Hooghly, West Bengal",Rice,Grains,186,2025-08-03,730,2027-08-03,616,HEALTHY
B_4601,WH_PB_01,"Ludhiana, Punjab",Wheat,Grains,338,2025-10-09,730,2027-10-09,683,HEALTHY
B_4602,WH_TN_01,"Chennai, Tamil Nadu",Urad Dal,Pulses,230,2025-01-11,365,2026-01-11,47,HEALTHY
B_4603,WH_TN_01,"Chennai, Tamil Nadu",Urad Dal,Pulses,33,2025-11-14,365,2026-11-14,354,HEALTHY
B_4604,WH_MH_01,"Nashik, Maharashtra",Tur Dal,Pulses,327,2025-04-15,365,2026-04-15,141,HEALTHY
B_4605,WH_MH_01,"Nashik, Maharashtra",Sugar,Others,65,2024-11-28,730,2026-11-28,368,HEALTHY
B_4606,WH_TN_01,"Chennai, Tamil Nadu",Rice,Grains,102,2025-01-26,730,2027-01-26,427,HEALTHY
B_4607,WH_MH_01,"Nashik, Maharashtra",Onion,Vegetable,257,2025-01-25,60,2025-03-26,-244,EXPIRED (Loss)
B_4608,WH_TN_01,"Chennai, Tamil Nadu",Rice,Grains,398,2025-10-06,730,2027-10-06,680,HEALTHY
B_4609,WH_TN_01,"Chennai, Tamil Nadu",Urad Dal,Pulses,354,2025-01-01,365,2026-01-01,37,HEALTHY
B_4610,WH_PB_01,"Ludhiana, Punjab",Mustard Oil,Oils,76,2025-01-27,365,2026-01-27,63,HEALTHY
B_4611,WH_MH_01,"Nashik, Maharashtra",Onion,Vegetable,160,2025-04-17,60,2025-06-16,-162,EXPIRED (Loss)
B_4612,WH_WB_01,"Hooghly, West Bengal",Rice,Grains,453,2025-07-03,730,2027-07-03,585,HEALTHY
B_4613,WH_AP_01,"Guntur, Andhra Pradesh",Masur Dal,Pulses,112,2025-07-10,365,2026-07-10,227,HEALTHY
B_4614,WH_MP_01,"Indore, Madhya Pradesh",Rice,Grains,10,2025-08-16,730,2027-08-16,629,HEALTHY
B_4615,WH_KA_01,"Kolar, Karnataka",Rice,Grains,115,2025-06-12,730,2027-06-12,564,HEALTHY
B_4616,WH_MH_02,"Latur, Maharashtra",Wheat,Grains,50,2025-07-05,730,2027-07-05,587,HEALTHY
B_4617,WH_TN_01,"Chennai, Tamil Nadu",Salt,Others,422,2025-04-23,1000,2028-01-18,784,HEALTHY
B_4618,WH_MP_01,"Indore, Madhya Pradesh",Gram (Chana),Pulses,224,2025-03-18,365,2026-03-18,113,HEALTHY
B_4619,WH_UP_01,"Agra, Uttar Pradesh",Potato,Vegetable,448,2025-09-17,120,2026-01-15,51,HEALTHY
B_4620,WH_AP_01,"Guntur, Andhra Pradesh",Rice,Grains,309,2025-10-15,730,2027-10-15,689,HEALTHY
B_4621,WH_MP_01,"Indore, Madhya Pradesh",Rice,Grains,227,2025-03-16,730,2027-03-16,476,HEALTHY
B_4622,WH_MH_01,"Nashik, Maharashtra",Gram (Chana),Pulses,199,2025-09-04,365,2026-09-04,283,HEALTHY
B_4623,WH_UP_01,"Agra, Uttar Pradesh",Potato,Vegetable,250,2025-04-11,120,2025-08-09,-108,EXPIRED (Loss)
B_4624,WH_DL_01,"Najafgarh, Delhi",Onion,Vegetable,284,2025-02-23,60,2025-04-24,-215,EXPIRED (Loss)
B_4625,WH_PB_01,"Ludhiana, Punjab",Mustard Oil,Oils,20,2025-08-03,365,2026-08-03,251,HEALTHY
B_4626,WH_MH_01,"Nashik, Maharashtra",Rice,Grains,157,2025-03-23,730,2027-03-23,483,HEALTHY
B_4627,WH_KA_01,"Kolar, Karnataka",Potato,Vegetable,378,2024-11-15,120,2025-03-15,-255,EXPIRED (Loss)
B_4628,WH_MH_02,"Latur, Maharashtra",Tur Dal,Pulses,11,2025-08-04,365,2026-08-04,252,HEALTHY
B_4629,WH_TN_01,"Chennai, Tamil Nadu",Urad Dal,Pulses,87,2025-03-18,365,2026-03-18,113,HEALTHY
B_4630,WH_MP_01,"Indore, Madhya Pradesh",Wheat,Grains,45,2025-06-20,730,2027-06-20,572,HEALTHY
B_4631,WH_PB_01,"Ludhiana, Punjab",Wheat,Grains,369,2025-03-13,730,2027-03-13,473,HEALTHY
B_4632,WH_UP_01,"Agra, Uttar Pradesh",Mustard Oil,Oils,177,2025-07-13,365,2026-07-13,230,HEALTHY
